date,bitcoin,ethereum,solana,ripple,cardano
2025-02-18 00:00:00,25324374113.08163,24666373348.432693,4953743554.608888,4243544437.8198156,1010963440.4130156
2025-02-19 00:00:00,38311133144.729355,24353300611.506603,7430021942.540908,4627790087.108664,883986850.5318347
2025-02-20 00:00:00,27703222487.389572,13398586820.912325,4126508611.428817,4421689360.016513,684519606.5840904
2025-02-21 00:00:00,24175261969.81266,14550027648.522171,3748737861.764053,3770413761.6316905,675952428.9428601
2025-02-22 00:00:00,42477472950.92155,31770375573.3895,5320752621.586434,5146660908.7574835,864866893.813699
2025-02-23 00:00:00,18464415570.762142,17576653979.14654,2446840289.512584,2039899166.1574712,516332439.34476835
2025-02-24 00:00:00,16643044374.983364,21394599890.269897,1845951247.1170418,2072248429.8119543,479984499.41313046
2025-02-25 00:00:00,45539703844.38777,31014455208.756138,8204544974.98999,7132791349.200123,972262987.6922622
2025-02-26 00:00:00,96742453402.56294,42875934003.323944,10792855904.5099,11111605787.309338,1287399753.2045634
2025-02-27 00:00:00,69277430795.68657,28109120496.698666,5565468106.450874,5936591863.896251,849327155.7918012
2025-02-28 00:00:00,81960688217.70384,89259450649.58,4247821646.488742,4202173606.0705705,669250243.5471394
2025-03-01 00:00:00,80695237175.07367,32905594283.00643,8773643463.195835,7266804533.901892,1118264046.534234
2025-03-02 00:00:00,30634474722.6359,16103021679.018568,3750217492.258566,2722347817.663738,536866330.7242426
2025-03-03 00:00:00,61859112550.80991,37907412347.33495,13105437774.765995,14741402315.716309,8117103714.129525
2025-03-04 00:00:00,68715362745.4567,33501080617.480988,10365994673.49476,12094018756.991077,6121517602.290976
2025-03-05 00:00:00,65863356680.42408,35524086282.76523,8959390661.47582,9500571374.26868,4805730104.1507845
2025-03-06 00:00:00,51606642859.81411,22236307931.758247,5058439503.511892,5198767002.65725,3408614285.660695
2025-03-07 00:00:00,47555759124.64708,19895800679.328133,4945954333.278534,5916822614.47232,2330044713.952941
2025-03-08 00:00:00,63216440874.73251,21716710066.08888,7016301953.403862,8328229777.709091,3167511497.123035
2025-03-09 00:00:00,18809360803.37126,11257666715.795546,2514068553.482356,3009552907.467017,1059663491.0446923
2025-03-10 00:00:00,32013406240.51754,17577023963.685375,3801194130.62927,5104105960.491239,1470024544.8182783
2025-03-11 00:00:00,49983692766.22745,36577317615.21765,5864031854.074184,6907399289.102193,1891276771.2102654
2025-03-12 00:00:00,56404462275.083046,30046602111.893852,6029007255.049647,6722860049.514889,1748603194.8700173
2025-03-13 00:00:00,41782186208.59073,24499314730.70381,4689543463.448166,5394933491.485324,1252379796.262997
2025-03-14 00:00:00,32583592654.882656,19212414462.181553,3271148359.248695,4700482638.06465,1127266267.0440097
2025-03-15 00:00:00,28571483950.074646,12949972214.265629,3701658672.5857406,3738755688.1164246,1018976977.5613898
2025-03-16 00:00:00,10761796127.312485,6944891086.050841,2173510694.828497,2903593748.7332563,662909255.5064604
2025-03-17 00:00:00,21638031633.118767,9486242392.181334,2798721596.9139237,3149719385.5106583,751357270.2720457
2025-03-18 00:00:00,19659366246.596867,11251166846.249075,2835104845.2985606,2955610989.2377267,712181990.225473
2025-03-19 00:00:00,24557570268.85276,10887619567.393353,2936759432.6961746,2950644595.364279,668445029.95217
2025-03-20 00:00:00,33871216993.304657,20374739988.65224,4227937432.462337,9834502912.85249,1064981080.1987456
2025-03-21 00:00:00,27579127651.06656,14303790085.616615,2856454079.9876003,4258912106.63044,892747061.1771692
2025-03-22 00:00:00,18091004975.919056,9890112887.282015,2682481813.177558,3380818952.23797,611407466.4808869
2025-03-23 00:00:00,7771134681.982918,6195605844.536302,1633225353.201732,1482324406.8968267,431734884.85975003
2025-03-24 00:00:00,12617587530.619724,7991413702.677865,1946961909.8583128,2036803299.3463094,559800879.933612
2025-03-25 00:00:00,27270889835.1835,15676451247.546822,4982998048.548014,3267297475.9622283,911524424.8464735
2025-03-26 00:00:00,30351832942.705593,12563169733.005245,4141256445.109851,2336452138.4735017,1057345092.4490489
2025-03-27 00:00:00,25522877558.700558,14024859854.906677,3544853266.965955,2854543228.9574385,908223545.0922289
2025-03-28 00:00:00,24620445368.489468,12136188059.422693,3091328527.031395,2422690506.5141454,561347037.4894052
2025-03-29 00:00:00,31674486232.097313,18419487648.39739,3970975243.7690816,3837465479.151629,774769179.0151162
2025-03-30 00:00:00,16837439419.924389,12924117064.878807,2655617262.6764107,3354267610.3426833,621436559.1898086
2025-03-31 00:00:00,13428975108.070734,10056531345.160347,1878569311.0322552,2477465471.988889,478487682.2075428
2025-04-01 00:00:00,30326148749.91535,17022367813.88877,3728330337.9255114,3972610740.3424234,739596439.8428652
2025-04-02 00:00:00,29172899851.734768,15899367803.5509,3477738068.3977413,3641319247.188034,685084959.2043678
2025-04-03 00:00:00,46332905657.77597,23450470660.978283,6220758262.820647,5271112203.164092,907260521.324572
2025-04-04 00:00:00,36594464539.14662,16999031833.158594,5474729959.575941,4928791386.955327,850771125.3544065
2025-04-05 00:00:00,35647289400.47406,19459233591.298603,6141157658.850645,4939434201.608915,858616116.5915514
2025-04-06 00:00:00,14910400035.531416,6780827627.545529,1955824996.8725355,1897079007.2541249,384994433.078377
2025-04-07 00:00:00,36140377231.68329,23485484227.161697,4396294752.456149,5107597669.95859,948643369.166113
2025-04-08 00:00:00,82909748172.59216,49416724296.56089,9917012343.481733,11995374383.503767,1902830957.1750555
2025-04-09 00:00:00,47812787635.22632,22451028357.384758,6176838846.398615,5812951206.534424,1236707673.7302747
2025-04-10 00:00:00,87408220482.11568,41589589714.84994,8239588242.375064,8269048094.879033,1601016157.2231832
2025-04-11 00:00:00,41213520154.25157,20486375929.10568,4925583853.038068,3847540778.0903244,890738740.5438374
2025-04-12 00:00:00,39813566443.76779,14195085224.783228,4490645224.532262,2990956512.0131035,823024435.6207166
2025-04-13 00:00:00,22428929482.069122,11756571644.476357,4651920909.779958,2972887951.415155,658708096.7725409
2025-04-14 00:00:00,28731125717.934357,13775001676.60885,4291450492.451211,3631412098.056245,644314435.2323939
2025-04-15 00:00:00,33155578229.343513,15415724739.820591,5081658904.236963,2865825696.824176,680079736.1791881
2025-04-16 00:00:00,25084671427.622566,11786525215.180002,3719787998.9004683,2529137788.826132,709020814.1750429
2025-04-17 00:00:00,26948109141.803364,13120084885.866234,5101503918.076568,2975625490.375688,591359664.0730368
2025-04-18 00:00:00,19323821375.14309,9437178720.867388,4018737660.8549724,2069087395.311297,448807472.6198462
2025-04-19 00:00:00,9550691272.782005,5254078676.877919,2480801560.1936097,1528702114.8309712,374649872.12397456
2025-04-20 00:00:00,12635983530.804455,5148626529.402773,2834667466.059489,1198082570.278999,331430508.4467672
2025-04-21 00:00:00,12625843856.313684,6695768150.024456,3092429798.991093,1454273605.4356875,354987761.1249453
2025-04-22 00:00:00,40070025414.28289,15275062279.387148,4783795038.828256,2357222891.83461,632027422.0139718
2025-04-23 00:00:00,53841992235.36636,24271980430.95098,5472749483.478719,4117163104.17999,834269402.8814627
2025-04-24 00:00:00,39901515879.65954,22099177230.61867,5423865832.324091,4996062046.359891,967029539.1144488
2025-04-25 00:00:00,30031246761.093452,12923295609.972548,4515150018.575274,4208930304.223753,1035019627.1012883
